id_number,Staff_Group,Role,Last_access,Course_Title,Enrolment_Date,Completed,Completion_Date
570,Nursing and Midwifery Registered,Sister or Charge Nurse,27/01/2026,Blood Borne Viruses in Renal Patients - Renal Staff,05/09/2025,No,
71776,Additional Clinical Services,Health Care Support Worker,19/05/2026,Blood Borne Viruses in Renal Patients - Renal Staff,04/08/2025,Yes,26/08/2025
86455,Nursing and Midwifery Registered,Staff Nurse,27/03/2026,Blood Borne Viruses in Renal Patients - Renal Staff,19/03/2026,No,
667,Nursing and Midwifery Registered,Staff Nurse,19/05/2026,Blood Borne Viruses in Renal Patients - Renal Staff,18/08/2025,Yes,18/08/2025
81741,Medical and Dental,Foundation Year 1,19/05/2026,Blood Borne Viruses in Renal Patients - Renal Staff,31/03/2026,Yes,31/03/2026
34713,Nursing and Midwifery Registered,Staff Nurse,02/04/2026,Blood Borne Viruses in Renal Patients - Renal Staff,10/11/2025,Yes,10/11/2025
95230,Nursing and Midwifery Registered,Staff Nurse,04/05/2026,Blood Borne Viruses in Renal Patients - Renal Staff,20/04/2026,Yes,04/05/2026
48362,Nursing and Midwifery Registered,Staff Nurse,20/03/2026,Blood Borne Viruses in Renal Patients - Renal Staff,16/12/2025,No,
74481,Additional Clinical Services,Health Care Support Worker,19/05/2026,Blood Borne Viruses in Renal Patients - Renal Staff,30/09/2025,No,
940,Nursing and Midwifery Registered,Staff Nurse,23/03/2026,Blood Borne Viruses in Renal Patients - Renal Staff,05/01/2026,Yes,17/03/2026
6494,Additional Clinical Services,Healthcare Assistant,26/02/2026,Blood Borne Viruses in Renal Patients - Renal Staff,16/06/2025,Yes,16/06/2025
80651,Nursing and Midwifery Registered,Staff Nurse,18/05/2026,Blood Borne Viruses in Renal Patients - Renal Staff,08/12/2025,Yes,04/02/2026
48740,Additional Clinical Services,Health Care Support Worker,10/02/2026,Blood Borne Viruses in Renal Patients - Renal Staff,18/01/2026,No,
88790,Medical and Dental,Specialty Registrar,04/04/2026,Blood Borne Viruses in Renal Patients - Renal Staff,03/04/2026,Yes,04/04/2026
87658,Additional Clinical Services,Student Nursing Associate,03/05/2026,Blood Borne Viruses in Renal Patients - Renal Staff,13/10/2025,No,
77486,Nursing and Midwifery Registered,Staff Nurse,19/02/2026,Blood Borne Viruses in Renal Patients - Renal Staff,13/11/2025,No,
979,Nursing and Midwifery Registered,Sister or Charge Nurse,13/05/2026,Blood Borne Viruses in Renal Patients - Renal Staff,05/04/2026,Yes,13/04/2026
994,Nursing and Midwifery Registered,Staff Nurse,09/02/2026,Blood Borne Viruses in Renal Patients - Renal Staff,09/07/2025,Yes,22/09/2025
84151,Nursing and Midwifery Registered,Staff Nurse,18/05/2026,Blood Borne Viruses in Renal Patients - Renal Staff,13/12/2025,Yes,13/12/2025
81188,Medical and Dental,Trust Grade Doctor or Dentist - Specialty Registrar,02/10/2025,Blood Borne Viruses in Renal Patients - Renal Staff,14/07/2025,Yes,14/07/2025
80653,Medical and Dental,Specialty Registrar,03/05/2026,Blood Borne Viruses in Renal Patients - Renal Staff,23/03/2026,Yes,03/05/2026
48916,Nursing and Midwifery Registered,Staff Nurse,12/05/2026,Blood Borne Viruses in Renal Patients - Renal Staff,19/09/2025,No,
89354,Allied Health Professionals,Dietitian,19/02/2026,Blood Borne Viruses in Renal Patients - Renal Staff,19/12/2025,No,
49084,Medical and Dental,Specialty Registrar,14/04/2026,Blood Borne Viruses in Renal Patients - Renal Staff,09/04/2026,Yes,09/04/2026
60046,Nursing and Midwifery Registered,Staff Nurse,15/12/2025,Blood Borne Viruses in Renal Patients - Renal Staff,15/12/2025,No,
49193,Nursing and Midwifery Registered,Staff Nurse,06/04/2026,Blood Borne Viruses in Renal Patients - Renal Staff,04/08/2025,No,
77742,Additional Clinical Services,Health Care Support Worker,15/04/2026,Blood Borne Viruses in Renal Patients - Renal Staff,23/06/2025,No,
89167,Nursing and Midwifery Registered,Staff Nurse,27/10/2025,Blood Borne Viruses in Renal Patients - Renal Staff,27/10/2025,No,
3148,Nursing and Midwifery Registered,Staff Nurse,19/05/2026,Blood Borne Viruses in Renal Patients - Renal Staff,27/08/2025,No,
49322,Additional Clinical Services,Health Care Support Worker,18/04/2026,Blood Borne Viruses in Renal Patients - Renal Staff,29/10/2025,No,
86098,Additional Clinical Services,Health Care Support Worker,11/05/2026,Blood Borne Viruses in Renal Patients - Renal Staff,16/08/2025,No,
77374,Nursing and Midwifery Registered,Staff Nurse,02/05/2026,Blood Borne Viruses in Renal Patients - Renal Staff,26/06/2025,No,
55205,Nursing and Midwifery Registered,Staff Nurse,07/05/2026,Blood Borne Viruses in Renal Patients - Renal Staff,19/10/2025,Yes,19/10/2025
73640,Nursing and Midwifery Registered,Staff Nurse,07/04/2026,Blood Borne Viruses in Renal Patients - Renal Staff,21/08/2025,No,
6838,Medical and Dental,Consultant,17/02/2026,Blood Borne Viruses in Renal Patients - Renal Staff,16/02/2026,Yes,17/02/2026
85690,Nursing and Midwifery Registered,Staff Nurse,24/04/2026,Blood Borne Viruses in Renal Patients - Renal Staff,18/07/2025,Yes,31/08/2025
89086,Nursing and Midwifery Registered,Staff Nurse,18/04/2026,Blood Borne Viruses in Renal Patients - Renal Staff,23/06/2025,Yes,27/10/2025
62372,Additional Clinical Services,Health Care Support Worker,19/05/2026,Blood Borne Viruses in Renal Patients - Renal Staff,31/03/2026,Yes,06/04/2026
86958,Medical and Dental,Consultant,23/02/2026,Blood Borne Viruses in Renal Patients - Renal Staff,16/11/2025,No,
88864,Medical and Dental,Foundation Year 2,06/09/2025,Blood Borne Viruses in Renal Patients - Renal Staff,10/07/2025,No,
49678,Medical and Dental,Consultant,06/05/2026,Blood Borne Viruses in Renal Patients - Renal Staff,24/06/2025,Yes,24/06/2025
80858,Additional Clinical Services,Healthcare Assistant,19/05/2026,Blood Borne Viruses in Renal Patients - Renal Staff,12/06/2025,Yes,02/07/2025
94503,Medical and Dental,Specialty Registrar,15/04/2026,Blood Borne Viruses in Renal Patients - Renal Staff,15/04/2026,Yes,15/04/2026
93718,Medical and Dental,Specialty Registrar,21/04/2026,Blood Borne Viruses in Renal Patients - Renal Staff,05/03/2026,Yes,01/04/2026
60195,Medical and Dental,Specialty Registrar,03/12/2025,Blood Borne Viruses in Renal Patients - Renal Staff,03/11/2025,No,
1418,Nursing and Midwifery Registered,Sister or Charge Nurse,01/04/2026,Blood Borne Viruses in Renal Patients - Renal Staff,05/07/2025,Yes,10/07/2025
30767,Nursing and Midwifery Registered,Staff Nurse,23/03/2026,Blood Borne Viruses in Renal Patients - Renal Staff,18/03/2026,Yes,23/03/2026
55527,Medical and Dental,Consultant,20/11/2025,Blood Borne Viruses in Renal Patients - Renal Staff,20/11/2025,Yes,20/11/2025
77802,Nursing and Midwifery Registered,Staff Nurse,12/04/2026,Blood Borne Viruses in Renal Patients - Renal Staff,05/04/2026,No,
49887,Nursing and Midwifery Registered,Staff Nurse,02/05/2026,Blood Borne Viruses in Renal Patients - Renal Staff,16/04/2026,No,
79974,Nursing and Midwifery Registered,Staff Nurse,18/04/2026,Blood Borne Viruses in Renal Patients - Renal Staff,02/07/2025,Yes,03/07/2025
49979,Nursing and Midwifery Registered,Staff Nurse,21/04/2026,Blood Borne Viruses in Renal Patients - Renal Staff,17/10/2025,Yes,17/10/2025
80764,Medical and Dental,Specialty Registrar,24/04/2026,Blood Borne Viruses in Renal Patients - Renal Staff,12/07/2025,Yes,12/07/2025
50075,Nursing and Midwifery Registered,Staff Nurse,28/01/2026,Blood Borne Viruses in Renal Patients - Renal Staff,18/06/2025,Yes,27/06/2025
87410,Medical and Dental,Specialty Registrar,01/04/2026,Blood Borne Viruses in Renal Patients - Renal Staff,02/12/2025,Yes,31/03/2026
22128,Medical and Dental,Consultant,10/04/2026,Blood Borne Viruses in Renal Patients - Renal Staff,10/04/2026,No,
75986,Nursing and Midwifery Registered,Staff Nurse,20/04/2026,Blood Borne Viruses in Renal Patients - Renal Staff,18/06/2025,Yes,26/06/2025
84597,Additional Clinical Services,Nursing Associate,23/03/2026,Blood Borne Viruses in Renal Patients - Renal Staff,27/01/2026,Yes,23/03/2026
86115,Additional Clinical Services,Healthcare Assistant,17/05/2026,Blood Borne Viruses in Renal Patients - Renal Staff,12/09/2025,No,
50444,Additional Clinical Services,Health Care Support Worker,05/05/2026,Blood Borne Viruses in Renal Patients - Renal Staff,19/09/2025,Yes,27/02/2026
84297,Additional Clinical Services,Healthcare Assistant,02/05/2026,Blood Borne Viruses in Renal Patients - Renal Staff,13/09/2025,Yes,16/01/2026
84730,Nursing and Midwifery Registered,Staff Nurse,07/05/2026,Blood Borne Viruses in Renal Patients - Renal Staff,22/07/2025,Yes,20/12/2025
88113,Nursing and Midwifery Registered,Staff Nurse,07/03/2026,Blood Borne Viruses in Renal Patients - Renal Staff,05/07/2025,Yes,07/07/2025
25238,Nursing and Midwifery Registered,Staff Nurse,24/04/2026,Blood Borne Viruses in Renal Patients - Renal Staff,02/07/2025,Yes,06/08/2025
75234,Nursing and Midwifery Registered,Staff Nurse,14/05/2026,Blood Borne Viruses in Renal Patients - Renal Staff,14/05/2026,Yes,14/05/2026
76615,Nursing and Midwifery Registered,Staff Nurse,27/04/2026,Blood Borne Viruses in Renal Patients - Renal Staff,02/07/2025,Yes,06/07/2025
90770,Additional Clinical Services,Health Care Support Worker,07/03/2026,Blood Borne Viruses in Renal Patients - Renal Staff,26/10/2025,Yes,26/12/2025
23354,Nursing and Midwifery Registered,Staff Nurse,15/05/2026,Blood Borne Viruses in Renal Patients - Renal Staff,22/08/2025,Yes,22/08/2025
73913,Medical and Dental,Foundation Year 1,04/04/2026,Blood Borne Viruses in Renal Patients - Renal Staff,01/01/2026,No,
55781,Nursing and Midwifery Registered,Staff Nurse,14/02/2026,Blood Borne Viruses in Renal Patients - Renal Staff,11/11/2025,Yes,11/11/2025
39538,Nursing and Midwifery Registered,Staff Nurse,08/05/2026,Blood Borne Viruses in Renal Patients - Renal Staff,30/01/2026,Yes,08/05/2026
1968,Nursing and Midwifery Registered,Staff Nurse,14/05/2026,Blood Borne Viruses in Renal Patients - Renal Staff,24/09/2025,Yes,24/09/2025
1975,Nursing and Midwifery Registered,Sister or Charge Nurse,24/03/2026,Blood Borne Viruses in Renal Patients - Renal Staff,15/03/2026,No,
646,Nursing and Midwifery Registered,Staff Nurse,01/04/2026,Blood Borne Viruses in Renal Patients - Renal Staff,10/06/2025,No,
2409,Nursing and Midwifery Registered,Staff Nurse,08/04/2026,Blood Borne Viruses in Renal Patients - Renal Staff,23/10/2025,Yes,30/10/2025
51333,Nursing and Midwifery Registered,Staff Nurse,19/05/2026,Blood Borne Viruses in Renal Patients - Renal Staff,22/04/2026,No,
51375,Nursing and Midwifery Registered,Staff Nurse,08/04/2026,Blood Borne Viruses in Renal Patients - Renal Staff,24/02/2026,No,
2136,Nursing and Midwifery Registered,Staff Nurse,15/04/2026,Blood Borne Viruses in Renal Patients - Renal Staff,27/06/2025,Yes,20/02/2026
51448,Nursing and Midwifery Registered,Staff Nurse,26/04/2026,Blood Borne Viruses in Renal Patients - Renal Staff,17/10/2025,Yes,17/10/2025
78791,Nursing and Midwifery Registered,Staff Nurse,30/03/2026,Blood Borne Viruses in Renal Patients - Renal Staff,10/03/2026,No,
2185,Nursing and Midwifery Registered,Staff Nurse,12/03/2026,Blood Borne Viruses in Renal Patients - Renal Staff,11/06/2025,Yes,14/06/2025
88450,Nursing and Midwifery Registered,Staff Nurse,25/03/2026,Blood Borne Viruses in Renal Patients - Renal Staff,06/10/2025,Yes,07/10/2025
2187,Nursing and Midwifery Registered,Sister or Charge Nurse,19/05/2026,Blood Borne Viruses in Renal Patients - Renal Staff,26/06/2025,Yes,26/06/2025
83554,Medical and Dental,Consultant,06/05/2026,Blood Borne Viruses in Renal Patients - Renal Staff,04/05/2026,Yes,05/05/2026
62399,Medical and Dental,Consultant,11/11/2025,Blood Borne Viruses in Renal Patients - Renal Staff,15/07/2025,Yes,18/09/2025
96797,Medical and Dental,Trust Grade Doctor or Dentist - Foundation Level,19/05/2026,Blood Borne Viruses in Renal Patients - Renal Staff,12/05/2026,Yes,18/05/2026
72350,Nursing and Midwifery Registered,Staff Nurse,02/05/2026,Blood Borne Viruses in Renal Patients - Renal Staff,26/06/2025,Yes,27/06/2025
77517,Medical and Dental,Trust Grade Doctor or Dentist - Specialty Registrar,10/03/2026,Blood Borne Viruses in Renal Patients - Renal Staff,12/09/2025,No,
2201,Nursing and Midwifery Registered,Staff Nurse,13/03/2026,Blood Borne Viruses in Renal Patients - Renal Staff,08/07/2025,Yes,08/07/2025
40644,Nursing and Midwifery Registered,Staff Nurse,20/05/2026,Blood Borne Viruses in Renal Patients - Renal Staff,28/09/2025,Yes,07/10/2025
65332,Nursing and Midwifery Registered,Staff Nurse,03/11/2025,Blood Borne Viruses in Renal Patients - Renal Staff,17/06/2025,Yes,17/06/2025
2250,Nursing and Midwifery Registered,Staff Nurse,15/01/2026,Blood Borne Viruses in Renal Patients - Renal Staff,31/07/2025,No,
51840,Nursing and Midwifery Registered,Staff Nurse,08/04/2026,Blood Borne Viruses in Renal Patients - Renal Staff,11/06/2025,Yes,04/03/2026
31102,Nursing and Midwifery Registered,Staff Nurse,30/12/2025,Blood Borne Viruses in Renal Patients - Renal Staff,30/12/2025,No,
2283,Nursing and Midwifery Registered,Staff Nurse,30/03/2026,Blood Borne Viruses in Renal Patients - Renal Staff,28/02/2026,Yes,02/03/2026
2302,Nursing and Midwifery Registered,Sister or Charge Nurse,28/04/2026,Blood Borne Viruses in Renal Patients - Renal Staff,05/08/2025,No,
89816,Medical and Dental,Specialty Registrar,23/04/2026,Blood Borne Viruses in Renal Patients - Renal Staff,28/08/2025,Yes,03/04/2026
94537,Medical and Dental,Specialty Registrar,31/10/2025,Blood Borne Viruses in Renal Patients - Renal Staff,14/10/2025,Yes,31/10/2025
79643,Nursing and Midwifery Registered,Staff Nurse,19/05/2026,Blood Borne Viruses in Renal Patients - Renal Staff,04/03/2026,Yes,04/03/2026
41153,Medical and Dental,Consultant,13/01/2026,Blood Borne Viruses in Renal Patients - Renal Staff,29/12/2025,Yes,29/12/2025
24645,Nursing and Midwifery Registered,Staff Nurse,04/05/2026,Blood Borne Viruses in Renal Patients - Renal Staff,01/07/2025,No,
83890,Nursing and Midwifery Registered,Staff Nurse,20/04/2026,Blood Borne Viruses in Renal Patients - Renal Staff,03/09/2025,No,
87295,Nursing and Midwifery Registered,Staff Nurse,24/04/2026,Blood Borne Viruses in Renal Patients - Renal Staff,15/07/2025,Yes,15/07/2025
56520,Medical and Dental,Consultant,06/05/2026,Blood Borne Viruses in Renal Patients - Renal Staff,06/05/2026,No,
69539,Medical and Dental,Specialty Registrar,21/04/2026,Blood Borne Viruses in Renal Patients - Renal Staff,21/04/2026,Yes,21/04/2026
41479,Additional Clinical Services,Health Care Support Worker,19/05/2026,Blood Borne Viruses in Renal Patients - Renal Staff,19/05/2026,No,
83894,Nursing and Midwifery Registered,Staff Nurse,06/05/2026,Blood Borne Viruses in Renal Patients - Renal Staff,26/06/2025,Yes,26/06/2025
52400,Medical and Dental,Consultant,24/03/2026,Blood Borne Viruses in Renal Patients - Renal Staff,20/03/2026,Yes,21/03/2026
76017,Nursing and Midwifery Registered,Staff Nurse,18/03/2026,Blood Borne Viruses in Renal Patients - Renal Staff,28/07/2025,Yes,28/07/2025
89626,Additional Clinical Services,Healthcare Assistant,27/04/2026,Blood Borne Viruses in Renal Patients - Renal Staff,15/09/2025,No,
56701,Additional Clinical Services,Healthcare Assistant,17/02/2026,Blood Borne Viruses in Renal Patients - Renal Staff,09/06/2025,Yes,30/06/2025
56706,Nursing and Midwifery Registered,Staff Nurse,09/05/2026,Blood Borne Viruses in Renal Patients - Renal Staff,18/10/2025,No,
93527,Additional Clinical Services,Healthcare Assistant,17/04/2026,Blood Borne Viruses in Renal Patients - Renal Staff,30/08/2025,Yes,03/09/2025
77650,Additional Clinical Services,Healthcare Assistant,18/05/2026,Blood Borne Viruses in Renal Patients - Renal Staff,16/06/2025,Yes,17/06/2025
2529,Nursing and Midwifery Registered,Sister or Charge Nurse,05/05/2026,Blood Borne Viruses in Renal Patients - Renal Staff,22/07/2025,Yes,11/09/2025
52507,Nursing and Midwifery Registered,Staff Nurse,07/05/2026,Blood Borne Viruses in Renal Patients - Renal Staff,31/08/2025,Yes,07/09/2025
77419,Additional Clinical Services,Healthcare Assistant,06/05/2026,Blood Borne Viruses in Renal Patients - Renal Staff,11/06/2025,Yes,27/06/2025
59920,Nursing and Midwifery Registered,Staff Nurse,17/05/2026,Blood Borne Viruses in Renal Patients - Renal Staff,29/03/2026,No,
79364,Nursing and Midwifery Registered,Staff Nurse,03/04/2026,Blood Borne Viruses in Renal Patients - Renal Staff,14/03/2026,No,
88648,Medical and Dental,Foundation Year 2,19/05/2026,Blood Borne Viruses in Renal Patients - Renal Staff,15/04/2026,Yes,16/04/2026
95873,Nursing and Midwifery Registered,Specialist Nurse Practitioner,03/02/2026,Blood Borne Viruses in Renal Patients - Renal Staff,21/01/2026,No,
66323,Medical and Dental,Specialty Registrar,13/03/2026,Blood Borne Viruses in Renal Patients - Renal Staff,29/09/2025,Yes,15/12/2025
23662,Nursing and Midwifery Registered,Staff Nurse,18/02/2026,Blood Borne Viruses in Renal Patients - Renal Staff,04/07/2025,Yes,11/07/2025
42799,Nursing and Midwifery Registered,Specialist Nurse Practitioner,12/05/2026,Blood Borne Viruses in Renal Patients - Renal Staff,05/06/2025,,
94556,Nursing and Midwifery Registered,Staff Nurse,14/04/2026,Blood Borne Viruses in Renal Patients - Renal Staff,09/11/2025,No,
52926,Nursing and Midwifery Registered,Staff Nurse,27/04/2026,Blood Borne Viruses in Renal Patients - Renal Staff,08/04/2026,Yes,13/04/2026
2718,Nursing and Midwifery Registered,Staff Nurse,11/05/2026,Blood Borne Viruses in Renal Patients - Renal Staff,28/06/2025,Yes,30/06/2025
43080,Nursing and Midwifery Registered,Staff Nurse,12/05/2026,Blood Borne Viruses in Renal Patients - Renal Staff,17/01/2026,Yes,31/01/2026
53112,Nursing and Midwifery Registered,Sister or Charge Nurse,18/05/2026,Blood Borne Viruses in Renal Patients - Renal Staff,10/04/2026,No,
75222,Nursing and Midwifery Registered,Staff Nurse,13/05/2026,Blood Borne Viruses in Renal Patients - Renal Staff,20/10/2025,Yes,21/10/2025
87911,Nursing and Midwifery Registered,Staff Nurse,06/05/2026,Blood Borne Viruses in Renal Patients - Renal Staff,24/09/2025,No,
13653,Nursing and Midwifery Registered,Staff Nurse,18/05/2026,Blood Borne Viruses in Renal Patients - Renal Staff,28/06/2025,Yes,28/06/2025
80001,Nursing and Midwifery Registered,Staff Nurse,06/05/2026,Blood Borne Viruses in Renal Patients - Renal Staff,17/10/2025,Yes,09/02/2026
2782,Nursing and Midwifery Registered,Staff Nurse,05/05/2026,Blood Borne Viruses in Renal Patients - Renal Staff,05/05/2026,Yes,05/05/2026
78835,Nursing and Midwifery Registered,Staff Nurse,03/05/2026,Blood Borne Viruses in Renal Patients - Renal Staff,27/06/2025,Yes,26/10/2025
24830,Nursing and Midwifery Registered,Staff Nurse,27/04/2026,Blood Borne Viruses in Renal Patients - Renal Staff,10/06/2025,Yes,10/06/2025
23679,Medical and Dental,Consultant,01/12/2025,Blood Borne Viruses in Renal Patients - Renal Staff,01/12/2025,Yes,01/12/2025
43572,Medical and Dental,Consultant,14/04/2026,Blood Borne Viruses in Renal Patients - Renal Staff,10/12/2025,Yes,10/12/2025
92588,Nursing and Midwifery Registered,Staff Nurse,01/03/2026,Blood Borne Viruses in Renal Patients - Renal Staff,23/01/2026,No,
87006,Medical and Dental,Specialty Registrar,01/04/2026,Blood Borne Viruses in Renal Patients - Renal Staff,02/02/2026,Yes,01/04/2026
81838,Medical and Dental,Foundation Year 1,27/04/2026,Blood Borne Viruses in Renal Patients - Renal Staff,31/03/2026,Yes,31/03/2026
53472,Add Prof Scientific and Technic,Technician,09/04/2026,Blood Borne Viruses in Renal Patients - Renal Staff,08/03/2026,No,
78837,Nursing and Midwifery Registered,Sister or Charge Nurse,23/04/2026,Blood Borne Viruses in Renal Patients - Renal Staff,16/09/2025,No,
76034,Nursing and Midwifery Registered,Staff Nurse,31/01/2026,Blood Borne Viruses in Renal Patients - Renal Staff,17/09/2025,Yes,03/10/2025
88882,Medical and Dental,Specialty Registrar,07/04/2026,Blood Borne Viruses in Renal Patients - Renal Staff,02/10/2025,No,
2889,Nursing and Midwifery Registered,Modern Matron,23/03/2026,Blood Borne Viruses in Renal Patients - Renal Staff,23/12/2025,Yes,23/12/2025
72024,Nursing and Midwifery Registered,Staff Nurse,05/05/2026,Blood Borne Viruses in Renal Patients - Renal Staff,13/07/2025,Yes,13/07/2025
2928,Nursing and Midwifery Registered,Staff Nurse,18/05/2026,Blood Borne Viruses in Renal Patients - Renal Staff,15/08/2025,Yes,16/08/2025
83927,Nursing and Midwifery Registered,Staff Nurse,06/05/2026,Blood Borne Viruses in Renal Patients - Renal Staff,05/05/2026,No,
85908,Additional Clinical Services,Healthcare Assistant,01/05/2026,Blood Borne Viruses in Renal Patients - Renal Staff,18/01/2026,Yes,02/02/2026
9785,Medical and Dental,Consultant,12/05/2026,Blood Borne Viruses in Renal Patients - Renal Staff,29/09/2025,Yes,29/09/2025
91035,Additional Clinical Services,Health Care Support Worker,15/05/2026,Blood Borne Viruses in Renal Patients - Renal Staff,17/10/2025,Yes,17/10/2025
67380,Nursing and Midwifery Registered,Staff Nurse,16/05/2026,Blood Borne Viruses in Renal Patients - Renal Staff,30/11/2025,Yes,13/01/2026
53947,Nursing and Midwifery Registered,Staff Nurse,18/03/2026,Blood Borne Viruses in Renal Patients - Renal Staff,28/11/2025,Yes,29/11/2025
92591,Nursing and Midwifery Registered,Staff Nurse,19/05/2026,Blood Borne Viruses in Renal Patients - Renal Staff,17/04/2026,No,
