Purchase Date,Category,Sales Amount,STOCK Quantity,Profit,REGION
1/22/2023,Sports,876.6128228,14,265.6408352,West
1/22/2023,Books,1295.207063,19,321.0918006,West
1/23/2023,Electronics,462.38647,4,177.4909134,West
1/23/2023,Clothing,865.9679465,7,110.2912632,South
1/23/2023,Home Goods,1544.099973,15,220.648033,South
1/23/2023,Sports,1121.374869,12,403.762921,NaN
1/23/2023,Books,1073.489971,10,235.0894522,East
1/24/2023,Electronics,847.9170474,2,105.4848101,North
1/24/2023,Clothing,1133.65207,13,239.4189783,West
1/24/2023,Home Goods,561.4730032,17,215.7036514,North
1/24/2023,Sports,477.0144258,19,158.9145296,South
1/24/2023,Books,1320.843386,7,300.183589,South
1/25/2023,Electronics,782.6998614,13,80.935935,West
1/25/2023,Clothing,437.2664084,8,59.14372479,North
1/25/2023,Home Goods,1252.051348,17,156.3403921,North
1/25/2023,Sports,1340.002608,6,309.4076064,South
1/25/2023,Books,1067.227745,5,187.7222124,East
1/26/2023,Electronics,1003.77772,18,150.4307762,North
1/26/2023,Clothing,870.4173395,3,322.3568013,North
1/26/2023,Home Goods,1557.990102,11,287.1203707,West
1/26/2023,Sports,957,8,144.4173673,West
1/26/2023,Books,0,8,168.8872778,South
1/27/2023,Electronics,760.5294346,4,301.0656334,South
1/27/2023,Clothing,598.6465529,17,110.108493,North
1/27/2023,Home Goods,1171.404253,13,437.2596188,North
1/27/2023,Sports,0,6,497.0179982,West
1/27/2023,Books,1234.082549,10,468.7274383,South
1/28/2023,Electronics,1045.323989,13,156.2239611,West
1/28/2023,Clothing,1353.832036,15,196.4749654,North
1/28/2023,Home Goods,859.2473044,17,302.0242343,South
1/28/2023,Sports,0,5,439.9822248,
1/28/2023,Books,1573.458882,5,500.1022756,South
1/29/2023,Electronics,865,14,139.7060904,North
1/29/2023,Clothing,1186.85498,19,216.5055384,West
1/29/2023,Home Goods,1213.484463,2,251.7359145,West
1/29/2023,Sports,662.6073724,7,199.7575424,South
1/29/2023,Books,1382.638975,18,491.7417042,South
1/30/2023,Electronics,972.5301818,12,260.9117504,South
1/30/2023,Clothing,1124.11384,15,254.2304107,North
1/30/2023,Home Goods,1402.626551,14,436.5309482,East
1/30/2023,Sports,1070.039739,2,219.5467599,South
1/30/2023,Books,1240.795677,18,270.0879823,East
1/31/2023,Electronics,1075.358492,6,253.0029627,East
1/31/2023,Clothing,863.8610005,10,309.8748129,North
1/31/2023,Home Goods,941.5989214,17,233.1727434,West
1/31/2023,Sports,,5,561.8192807,North
1/31/2023,Books,655.5835282,11,112.7890064,East
02/01/2023,Electronics,819.3231391,15,113.6105554,East
02/01/2023,Clothing,470.7619302,16,137.5860226,West
02/01/2023,Home Goods,1449.966603,4,295.3584652,East
02/01/2023,Sports,1013.1108,18,284.2592552,East
02/01/2023,Books,1322.104604,19,458.1584156,South
02/02/2023,Electronics,755.350278,6,102.8717294,North
02/02/2023,Clothing,832.292352,12,134.7482279,South
02/02/2023,Home Goods,887.6016015,9,113.3353418,East
02/02/2023,Sports,754.3969044,15,191.2374306,East
02/02/2023,Books,1255.406279,17,350.4886244,West
02/03/2023,Electronics,813.8908832,15,212.4069588,West
02/03/2023,Clothing,1712.242523,14,408.8157351,North
02/03/2023,Home Goods,906.7827206,14,130.8684488,East
02/03/2023,Sports,1172.967089,14,381.0792597,West
02/03/2023,Books,1093.375046,13,393.7948707,South
02/04/2023,Electronics,518.0661039,5,80.13714001,East
02/04/2023,Clothing,1061.039091,17,173.4102894,South
02/04/2023,Home Goods,531.8482257,13,147.8951505,West
02/04/2023,Sports,1062.006839,10,357.6322596,North
02/04/2023,Books,1771.997486,2,473.6951164,West
02/05/2023,Electronics,812.7949813,17,218.9162193,South
02/05/2023,Clothing,737.314524,2,127.7809916,East
02/05/2023,Home Goods,585.1600807,13,116.5080313,North
02/05/2023,Sports,891.5731482,6,186.8800138,West
02/05/2023,Books,928.4519898,4,329.8281642,South
02/06/2023,Electronics,751.4248687,9,93.22937641,East
02/06/2023,Clothing,0,8,258.5367897,West
02/06/2023,Home Goods,928.3155859,11,333.870685,South
02/06/2023,Sports,727.7309014,17,179.9130056,South
02/06/2023,Books,1158.494983,15,301.8007092,South
02/07/2023,Electronics,1062.251046,19,373.4606645,North
02/07/2023,Clothing,830.632899,19,132.7783951,West
02/07/2023,Home Goods,0,17,181.1074039,North
02/07/2023,Sports,542.71284,5,136.6720187,East
02/07/2023,Books,1239.320894,4,243.1456599,East
02/08/2023,Electronics,955.4345785,10,252.7897745,South
02/08/2023,Clothing,877.7619587,12,140.8975936,West
02/08/2023,Home Goods,819.4093963,5,82.60734057,North
02/08/2023,Sports,1228.075328,11,297.1326542,South
02/08/2023,Books,468.9270435,17,166.5714381,West
02/09/2023,Electronics,690.2112793,12,153.610308,North
02/09/2023,Clothing,1050.918785,12,224.6534117,North
02/09/2023,Home Goods,1026.818176,8,324.9663537,West
02/09/2023,Sports,964.0447242,9,313.4596987,West
02/09/2023,Books,1034.118838,3,154.3729906,North
02/10/2023,Electronics,1196.019921,4,233.0552156,South
02/10/2023,Clothing,612.6626833,18,211.3562695,East
02/10/2023,Home Goods,1165.759946,6,305.352537,East
02/10/2023,Sports,1088.665135,15,297.4732643,North
02/10/2023,Books,928.2464002,14,111.3763254,West
02/11/2023,Electronics,1246.931493,19,327.7619196,South
02/11/2023,Clothing,1049.558314,8,323.3849561,West
02/11/2023,Home Goods,1170.681002,15,425.6464243,North
02/11/2023,Sports,1289.776602,4,515.017838,North
02/11/2023,Books,1024.616461,1,319.7767917,East
02/12/2023,Electronics,1452.931394,10,294.399533,South
02/12/2023,Clothing,1120.610344,13,149.253555,West
02/12/2023,Home Goods,1677.159484,15,568.8733938,North
02/12/2023,Sports,719.9085672,15,160.3139574,North
02/12/2023,Books,1260.881776,19,339.9999284,South
2/13/2023,Electronics,1406.691358,11,393.4639649,West
2/13/2023,Clothing,466.3839253,15,86.92411596,East
2/13/2023,Home Goods,1448.813293,12,541.2124968,West
2/13/2023,Sports,1733.725594,15,551.0277097,East
2/13/2023,Books,1038.766355,12,135.7291584,West
2/14/2023,Electronics,1144.30277,8,338.038668,North
2/14/2023,Clothing,1067.165207,9,242.5017695,North
2/14/2023,Home Goods,811.7743347,4,111.536823,North
2/14/2023,Sports,851.3832271,1,307.3228743,East
2/14/2023,Books,1161.329788,15,135.2118755,North
2/15/2023,Electronics,592.3865456,10,201.9185289,North
2/15/2023,Clothing,0,11,273.4050025,East
2/15/2023,Home Goods,1073.831105,18,262.2844215,East
2/15/2023,Sports,549.1704947,12,205.2935717,South
2/15/2023,Books,921.7794505,7,137.9479775,North
2/16/2023,Electronics,0,11,269.6102014,West
2/16/2023,Clothing,1208.861909,18,361.5237073,East
2/16/2023,Home Goods,988.8892259,8,247.8734931,North
2/16/2023,Sports,1128.834474,13,247.4353631,East
2/16/2023,Books,0,17,117.5590371,South
2/17/2023,Electronics,956.6918764,16,257.7828647,South
2/17/2023,Clothing,1311.997732,18,337.5994264,West
2/17/2023,Home Goods,699.8139158,17,154.1192617,South
2/17/2023,Sports,893.040373,8,320.186843,East
2/17/2023,Books,1071.488879,3,227.1479221,South
2/18/2023,Electronics,1019.089972,1,109.6702914,West
2/18/2023,Clothing,1285.454219,18,462.8896579,West
2/18/2023,Home Goods,1216.501619,8,159.6446395,East
2/18/2023,Sports,661.2844686,5,101.5490905,North
2/18/2023,Books,1514.997333,3,262.0212995,South
2/19/2023,Electronics,1132.290455,14,395.2440538,West
2/19/2023,Clothing,492.0201476,18,51.12117726,East
2/19/2023,Home Goods,729.8401344,1,118.5011332,East
2/19/2023,Sports,1410.211076,1,486.8514972,West
2/19/2023,Books,1287.476148,11,228.9480596,South
2/20/2023,Electronics,901.2007005,5,183.4462909,West
2/20/2023,Clothing,970.9521888,9,224.1326213,West
2/20/2023,Home Goods,893.4903017,14,215.6167542,West
2/20/2023,Sports,1077.24197,17,264.3912781,North
2/20/2023,Books,1092.340531,13,241.1505715,North
2/21/2023,Electronics,486.9494822,11,110.299502,South
2/21/2023,Clothing,613.4657861,5,64.73119386,South
2/21/2023,Home Goods,1030.245227,10,281.2105268,South
2/21/2023,Sports,955.3910728,6,333.3574809,East
2/21/2023,Books,796.227425,10,113.0687226,East
2/22/2023,Electronics,1486.160034,7,404.218161,North
2/22/2023,Clothing,1471.148391,14,167.843011,West
2/22/2023,Home Goods,1044.162349,11,194.849174,West
2/22/2023,Sports,933.2375583,4,294.6359493,East
2/22/2023,Books,1162.300562,15,448.9107909,South
2/23/2023,Electronics,1039.880856,5,254.9023364,South
2/23/2023,Clothing,827.3086521,13,121.1193453,North
2/23/2023,Home Goods,1036.602944,2,136.8103134,North
2/23/2023,Sports,686.2261993,11,191.7904903,North
2/23/2023,Books,465.832995,7,57.1949859,South
2/24/2023,Electronics,1189.722322,6,329.635412,East
2/24/2023,Clothing,1291.766335,5,164.6674252,East
2/24/2023,Home Goods,1065.252372,12,279.703618,West
2/24/2023,Sports,1583.761385,19,506.2769887,North
2/24/2023,Books,1241.440954,16,440.4119732,North
2/25/2023,Electronics,1279.076004,18,315.7111184,East
2/25/2023,Clothing,915.0054053,15,103.6240248,West
2/25/2023,Home Goods,0,7,414.4454203,South
2/25/2023,Sports,1245.54542,14,169.5894459,East
2/25/2023,Books,1040.154296,9,164.1152415,West
2/26/2023,Electronics,1338.720831,7,316.6651828,East
2/26/2023,Clothing,0,10,286.2866674,South
2/26/2023,Home Goods,578.4520233,13,71.19932288,North
2/26/2023,Sports,0,11,232.3194715,East
2/26/2023,Books,1433.251924,17,374.8246839,South
2/27/2023,Electronics,428.6463784,13,123.3504594,West
2/27/2023,Clothing,0,2,139.8426763,South
2/27/2023,Home Goods,941.1216402,2,100.1172949,East
2/27/2023,Sports,868.7002991,3,105.1204778,South
2/27/2023,Books,644.0994714,17,142.0749938,North
2/28/2023,Electronics,1779.311393,12,703.2284178,South
2/28/2023,Clothing,804.8887168,7,206.6598122,North
2/28/2023,Home Goods,873.9439549,14,165.263556,South
2/28/2023,Sports,915.4646173,4,288.0655843,North
2/28/2023,Books,989.5945338,17,215.2259673,West
03/01/2023,Electronics,1070.26442,12,414.1117495,North
03/01/2023,Clothing,1295.29672,14,362.993349,South
03/01/2023,Home Goods,935.8033467,13,371.2850994,East
03/01/2023,Sports,1049.935662,19,266.4805517,South
03/01/2023,Books,1147.735379,11,175.5557782,South
03/02/2023,Electronics,1140.569048,15,188.0766503,North
03/02/2023,Clothing,1152.456933,3,321.7454871,North
03/02/2023,Home Goods,887.9802195,18,219.6471484,North
03/02/2023,Sports,647.9289379,3,223.3734608,South
03/02/2023,Books,1413.482436,9,520.8349652,North
03/03/2023,Electronics,1205.075724,2,285.8796672,West
03/03/2023,Clothing,816.1633929,9,92.48192177,South
03/03/2023,Home Goods,883.689532,12,97.75966605,East
03/03/2023,Sports,1197.563282,2,266.5008993,East
03/03/2023,Books,1603.061362,6,285.2265124,North
03/04/2023,Electronics,1013.677649,5,168.3262021,North
03/04/2023,Clothing,810.702361,5,322.2076546,South
03/04/2023,Home Goods,0,19,0,West
03/04/2023,Sports,738.9330274,8,224.1958612,East
03/04/2023,Books,1122.824025,19,404.7199451,West
03/05/2023,Electronics,1191.391981,1,175.3755182,West
03/05/2023,Clothing,1246.144654,10,164.1798425,East
03/05/2023,Home Goods,1152.182209,6,180.6235285,North
03/05/2023,Sports,888.9029894,7,131.7602846,West
03/05/2023,Books,749.9323038,2,262.2065207,North
03/06/2023,Electronics,765.3712944,13,218.1905757,North
03/06/2023,Clothing,815.4945966,9,236.1216149,East
03/06/2023,Home Goods,933.6408005,19,306.5220901,South
03/06/2023,Sports,1056.916265,9,411.0322001,East
03/06/2023,Books,644.3739986,5,84.25378086,West
03/07/2023,Electronics,880.3322523,4,105.9489705,East
03/07/2023,Clothing,1147.125872,17,315.0594261,North
03/07/2023,Home Goods,818.8659283,18,295.9881316,West
03/07/2023,Sports,824.0355734,3,229.3445572,West
03/07/2023,Books,1573.241377,7,188.2978675,North
03/08/2023,Electronics,960.6884779,19,168.8435217,East
03/08/2023,Clothing,389.4279278,2,70.91015247,North
03/08/2023,Home Goods,1026.685682,11,170.6668683,South
03/08/2023,Sports,1349.774115,15,410.5335143,South
03/08/2023,Books,1129.252073,5,329.2422324,South
03/09/2023,Electronics,1072.992299,19,195.5684701,East
03/09/2023,Clothing,665.0242587,6,112.3800433,North
03/09/2023,Home Goods,648.5970971,3,70.91775244,North
03/09/2023,Sports,1150.726639,12,278.4332375,West
03/09/2023,Books,1516.249089,14,244.283459,North
03/10/2023,Electronics,1212.314662,14,314.1183886,East
03/10/2023,Clothing,1216.762024,3,412.5302038,West
03/10/2023,Home Goods,1374.76053,14,384.2430655,South
03/10/2023,Sports,1147.42137,12,199.9519275,North
03/10/2023,Books,987.9526148,2,335.1804412,East
03/11/2023,Electronics,570.7674694,13,82.6894764,North
03/11/2023,Clothing,948.0895364,14,372.0397728,South
03/11/2023,Home Goods,793.552093,11,244.8065084,North
03/11/2023,Sports,1281.954431,9,221.2826473,North
03/11/2023,Books,1253.804063,14,178.9788536,West
03/12/2023,Electronics,558.2474866,1,149.5514899,West
03/12/2023,Clothing,973.091312,18,192.61213,South
03/12/2023,Home Goods,0,1,453.9719368,South
03/12/2023,Sports,1027.475722,7,143.6562367,East
03/12/2023,Books,1189.63483,15,190.3951936,East
3/13/2023,Electronics,706.3700056,12,92.79607635,East
3/13/2023,Clothing,0,9,472.3635459,West
3/13/2023,Home Goods,1414.9435,8,444.612149,South
3/13/2023,Sports,1155.420083,7,344.5994591,West
3/13/2023,Books,1392.395991,4,388.8164979,South
3/14/2023,Electronics,1622.578262,9,242.088424,South
3/14/2023,Clothing,793.2436546,11,251.8135862,West
3/14/2023,Home Goods,804.5745989,13,229.080577,East
3/14/2023,Sports,0,14,171.8804434,West
3/14/2023,Books,944.1830485,19,140.2128475,South
3/15/2023,Electronics,1312.829553,18,388.5698545,North
3/15/2023,Clothing,661.6518338,3,109.9455852,South
3/15/2023,Home Goods,0,15,207.3196046,West
3/15/2023,Sports,1339.375837,5,272.9386748,West
3/15/2023,Books,917.5757514,18,330.4276981,West
3/16/2023,Electronics,877.1634265,2,215.7828015,South
3/16/2023,Clothing,1022.984832,15,378.7197866,South
3/16/2023,Home Goods,733.5367734,3,210.4443466,West
3/16/2023,Sports,591.0881024,15,100.9209807,South
3/16/2023,Books,1148.209056,10,196.6457246,South
3/17/2023,Electronics,1078.20213,2,166.3591337,North
3/17/2023,Clothing,967.8022013,15,268.9285399,East
3/17/2023,Home Goods,779.2144242,2,100.1901847,North
3/17/2023,Sports,1112.284017,2,397.5257207,North
3/17/2023,Books,973.9465669,1,323.3911053,West
3/18/2023,Electronics,578.1146114,11,211.0771028,South
3/18/2023,Clothing,834.2116015,14,166.2306838,North
3/18/2023,Home Goods,1298.880046,1,305.0161967,West
3/18/2023,Sports,851.8730251,11,327.6090741,North
3/18/2023,Books,895.4043597,11,287.3537084,North
3/19/2023,Electronics,895.2226887,12,216.9923675,North
3/19/2023,Clothing,859.6861684,15,309.9008599,West
3/19/2023,Home Goods,1537.343136,18,608.8000178,North
3/19/2023,Sports,1218.288863,1,166.4584308,South
3/19/2023,Books,1015.583766,5,386.0868687,North
3/20/2023,Electronics,1057.281325,12,152.7802814,North
3/20/2023,Clothing,731.6310303,18,284.9963389,East
3/20/2023,Home Goods,1020.326072,15,261.7330379,East
3/20/2023,Sports,1120.034342,12,290.8432341,East
3/20/2023,Books,718.4596269,8,280.8987567,North
3/21/2023,Electronics,1193.280448,8,175.2322236,South
3/21/2023,Clothing,942.7952798,2,281.414685,East
3/21/2023,Home Goods,1065.229862,11,324.8678471,South
3/21/2023,Sports,1200.540439,15,325.5660666,West
3/21/2023,Books,844.9309411,8,286.1384922,West
3/22/2023,Electronics,677.0018475,16,235.6316203,West
3/22/2023,Clothing,0,5,327.9293785,South
3/22/2023,Home Goods,1301.542772,9,165.4840161,East
3/22/2023,Sports,924.285987,9,122.6831498,South
3/22/2023,Books,494.5643816,6,114.4677688,South
3/23/2023,Electronics,719.8833242,18,261.5820942,East
3/23/2023,Clothing,1386.926959,7,141.0887483,East
3/23/2023,Home Goods,0,1,193.4750911,East
3/23/2023,Sports,394.1333353,1,67.50055171,North
3/23/2023,Books,1321.420273,3,222.2376352,South
3/24/2023,Electronics,0,14,183.9294576,South
3/24/2023,Clothing,1093.623826,9,233.9652159,South
3/24/2023,Home Goods,510.7979898,4,144.2348088,West
3/24/2023,Sports,1051.291291,6,340.68431,West
3/24/2023,Books,1227.678577,4,464.1979929,East
3/25/2023,Electronics,0,4,412.4145365,South
3/25/2023,Clothing,859.9555163,4,152.2404794,West
3/25/2023,Home Goods,871.8025952,14,167.5491162,East
3/25/2023,Sports,1736.73286,10,491.6693071,South
3/25/2023,Books,1293.668062,2,235.172295,West
3/26/2023,Electronics,1027.430238,7,312.6833475,South
3/26/2023,Clothing,1394.320727,7,359.1059301,East
3/26/2023,Home Goods,1284.681997,10,482.1742298,West
3/26/2023,Sports,801.366245,4,101.0616505,South
3/26/2023,Books,826.3110234,10,110.4705977,North
3/27/2023,Electronics,1019.106518,9,344.5835113,East
3/27/2023,Clothing,579.2184185,10,214.3148329,West
3/27/2023,Home Goods,1524.873023,17,260.8465599,North
3/27/2023,Sports,1320.95515,4,300.0172834,South
3/27/2023,Books,726.1155781,18,239.6158467,South
3/28/2023,Electronics,1666.808689,15,284.3086839,West
3/28/2023,Clothing,628.6537168,2,152.0509592,North
3/28/2023,Home Goods,1367.375331,11,231.8851543,South
3/28/2023,Sports,1487.018969,13,413.9011729,South
3/28/2023,Books,869.5522714,7,268.2945849,East
3/29/2023,Electronics,792.7358763,10,181.1083467,East
3/29/2023,Clothing,1312.782651,4,416.5480948,South
3/29/2023,Home Goods,844.0439825,7,280.0426674,West
3/29/2023,Sports,825.4957258,6,170.4639525,West
3/29/2023,Books,695.5729808,13,177.8704879,South
3/30/2023,Electronics,843.7258542,8,307.1362294,South
3/30/2023,Clothing,1061.628579,3,275.9038232,North
3/30/2023,Home Goods,592.8234308,2,236.0870751,South
3/30/2023,Sports,943.2755593,6,252.1705954,South
3/30/2023,Books,414.6644575,12,52.50905075,North
3/31/2023,Electronics,811.3213326,13,235.6791224,East
3/31/2023,Clothing,1050.808247,16,105.4706787,West
3/31/2023,Home Goods,575.8856509,12,227.1125495,East
3/31/2023,Sports,672.3061706,5,215.9138613,West
3/31/2023,Books,0,12,156.6662074,South
04/01/2023,Electronics,1695.798862,18,570.4168747,West
04/01/2023,Clothing,1117.995352,1,315.8850295,West
04/01/2023,Home Goods,1212.432603,14,164.0357157,East
04/01/2023,Sports,0,18,260.622691,North
04/01/2023,Books,449.1383881,4,162.588545,South
04/02/2023,Electronics,1152.397398,3,387.0704498,East
04/02/2023,Clothing,1024.548808,3,309.712029,South
04/02/2023,Home Goods,970.333104,14,331.6381389,West
04/02/2023,Sports,0,15,259.2048424,South
04/02/2023,Books,843.2793597,2,140.8987671,South
04/03/2023,Electronics,1015.160745,2,141.8762281,South
04/03/2023,Clothing,1051.149171,1,396.1015537,South
04/03/2023,Home Goods,0,3,185.5881311,North
04/03/2023,Sports,1279.532829,13,269.0349907,West
04/03/2023,Books,1285.23889,15,499.8737881,West
04/04/2023,Electronics,0,12,0,West
04/04/2023,Clothing,1197.255882,18,219.487877,East
04/04/2023,Home Goods,1042.615283,6,104.3655311,East
04/04/2023,Sports,1459.22525,19,315.1025502,North
04/04/2023,Books,1365.628556,19,215.1339349,North
04/05/2023,Electronics,1044.600237,9,239.319119,North
04/05/2023,Clothing,898.8742087,3,110.0122655,West
04/05/2023,Home Goods,815.9792009,16,250.9017046,North
04/05/2023,Sports,909.2590941,4,263.6459371,West
04/05/2023,Books,1131.081451,4,291.9461922,East
04/06/2023,Electronics,1357.193882,18,188.9391853,West
04/06/2023,Clothing,0,3,318.5116199,West
04/06/2023,Home Goods,682.1843369,14,104.4193256,North
04/06/2023,Sports,827.0468798,6,147.1679991,South
04/06/2023,Books,222.6873124,7,63.61830411,North
04/07/2023,Electronics,995.4070452,3,178.9297328,East
04/07/2023,Clothing,0,4,421.857,West
04/07/2023,Home Goods,948.116182,9,269.4777467,North
04/07/2023,Sports,1513.512544,6,329.5191003,South
04/07/2023,Books,0,1,273.8846878,West
04/08/2023,Electronics,1311.971406,1,462.1569812,South
04/08/2023,Clothing,1242.67876,11,308.9742177,West
04/08/2023,Home Goods,786.864235,8,132.2635437,North
04/08/2023,Sports,1009.601245,19,132.9726051,West
04/08/2023,Books,773.9746389,1,180.3221022,West
04/09/2023,Electronics,0,3,92.2747822,North
04/09/2023,Clothing,1055.404092,8,217.3873038,South
04/09/2023,Home Goods,677.0017196,5,201.807995,West
04/09/2023,Sports,466.41075,8,83.72722603,South
04/09/2023,Books,1008.933779,17,190.3186426,West
04/10/2023,Electronics,745.6060367,8,214.286482,South
04/10/2023,Clothing,741.5848893,9,217.4113883,South
04/10/2023,Home Goods,735.8614106,18,144.7179275,West
04/10/2023,Sports,1436.685607,16,493.5459519,West
04/10/2023,Books,1539.781473,2,213.1499843,East
04/11/2023,Electronics,1068.986334,9,226.2510722,East
04/11/2023,Clothing,727.5093607,14,168.652309,North
04/11/2023,Home Goods,846.5648333,12,134.807955,South
04/11/2023,Sports,771.8799777,17,226.7345285,East
04/11/2023,Books,636.2628163,7,225.2079608,North
04/12/2023,Electronics,1340.645505,15,235.5142874,North
04/12/2023,Clothing,1111.748713,12,129.137909,West
04/12/2023,Home Goods,1479.736701,11,267.5354921,West
04/12/2023,Sports,1119.906386,18,183.7244613,East
