"ID_Number";"Staff_Group";"Role";"Last_access";"Course_Title";"Enrolment_Date";"Completed";"Completion_Date"
61765;"Additional Clinical Services";"Healthcare Assistant";"2026-03-13";"BadgerNet - Antenatal Clinic";"2026-03-12";"No";""
96249;"Nursing and Midwifery Registered";"Midwife";"2026-03-17";"BadgerNet - Antenatal Clinic";"2026-02-22";"Yes";"2026-02-23"
95227;"Nursing and Midwifery Registered";"Midwife";"2026-03-04";"BadgerNet - Antenatal Clinic";"2025-11-19";"Yes";"2025-11-21"
76714;"Nursing and Midwifery Registered";"Midwife";"2026-04-09";"BadgerNet - Antenatal Clinic";"2022-11-08";"Yes";"2022-11-08"
58938;"Nursing and Midwifery Registered";"Midwife";"2026-02-22";"BadgerNet - Antenatal Clinic";"2022-10-07";"Yes";"2022-10-07"
18665;"Additional Clinical Services";"Healthcare Assistant";"2025-11-09";"BadgerNet - Antenatal Clinic";"2024-10-28";"No";""
14079;"Additional Clinical Services";"Healthcare Assistant";"2026-01-26";"BadgerNet - Antenatal Clinic";"2024-10-28";"No";""
25620;"Additional Clinical Services";"Healthcare Assistant";"2026-03-24";"BadgerNet - Antenatal Clinic";"2023-07-19";"Yes";"2025-05-20"
93964;"Medical and Dental";"Specialty Registrar";"2025-09-19";"BadgerNet - Antenatal Clinic";"2025-08-15";"No";""
80399;"Nursing and Midwifery Registered";"Midwife";"2026-03-11";"BadgerNet - Antenatal Clinic";"2024-12-10";"Yes";"2024-12-10"
624;"Nursing and Midwifery Registered";"Midwife";"2026-04-01";"BadgerNet - Antenatal Clinic";"2021-12-14";"Yes";"2022-10-17"
24370;"Nursing and Midwifery Registered";"Midwife";"2025-03-22";"BadgerNet - Antenatal Clinic";"2022-06-20";"Yes";"2022-06-21"
6049;"Nursing and Midwifery Registered";"Midwife";"2024-06-09";"BadgerNet - Antenatal Clinic";"2022-07-28";"Yes";"2022-09-19"
