"ID_Number";"Staff_Group";"Role";"Last_access";"Course_Title";"Enrolment_Date";"Completed";"Completion_Date"
87986;"Additional Clinical Services";"Healthcare Assistant";"2026-03-26";"Diabetes Awareness for Health Care Assistants";"2025-01-27";"Yes";"2025-06-17"
90959;"Additional Clinical Services";"Health Care Support Worker";"2026-04-14";"Diabetes Awareness for Health Care Assistants";"2026-04-06";"No";""
87829;"Additional Clinical Services";"Health Care Support Worker";"2025-09-11";"Diabetes Awareness for Health Care Assistants";"2024-11-26";"No";""
77575;"Additional Clinical Services";"Healthcare Assistant";"2026-03-06";"Diabetes Awareness for Health Care Assistants";"2026-01-20";"No";""
77739;"Additional Clinical Services";"Healthcare Assistant";"2026-04-04";"Diabetes Awareness for Health Care Assistants";"2024-02-07";"No";""
84230;"Additional Clinical Services";"Health Care Support Worker";"2026-03-03";"Diabetes Awareness for Health Care Assistants";"2024-09-26";"No";""
88528;"Additional Clinical Services";"Healthcare Assistant";"2026-02-07";"Diabetes Awareness for Health Care Assistants";"2024-09-12";"No";""
90370;"Additional Clinical Services";"Student Nursing Associate";"2026-01-02";"Diabetes Awareness for Health Care Assistants";"2025-06-04";"No";""
79256;"Additional Clinical Services";"Health Care Support Worker";"2026-04-15";"Diabetes Awareness for Health Care Assistants";"2024-12-28";"No";""
83806;"Allied Health Professionals";"Physiotherapist";"2025-07-18";"Diabetes Awareness for Health Care Assistants";"2024-01-27";"No";""
95791;"Additional Clinical Services";"Health Care Support Worker";"2026-04-09";"Diabetes Awareness for Health Care Assistants";"2026-04-08";"No";""
95273;"Additional Clinical Services";"Healthcare Assistant";"2026-04-06";"Diabetes Awareness for Health Care Assistants";"2026-03-11";"No";""
87645;"Additional Clinical Services";"Nursing Associate";"2026-03-03";"Diabetes Awareness for Health Care Assistants";"2025-04-23";"No";""
80383;"Additional Clinical Services";"Health Care Support Worker";"2025-06-29";"Diabetes Awareness for Health Care Assistants";"2024-02-09";"Yes";"2024-03-13"
79258;"Additional Clinical Services";"Healthcare Assistant";"2024-10-18";"Diabetes Awareness for Health Care Assistants";"2024-03-26";"Yes";"2024-04-06"
95942;"Additional Clinical Services";"Health Care Support Worker";"2026-02-10";"Diabetes Awareness for Health Care Assistants";"2026-02-04";"No";""
66327;"Nursing and Midwifery Registered";"Staff Nurse";"2026-03-27";"Diabetes Awareness for Health Care Assistants";"2025-01-14";"No";""
22779;"Additional Clinical Services";"Assistant";"2026-04-11";"Diabetes Awareness for Health Care Assistants";"2025-02-28";"No";""
87093;"Additional Clinical Services";"Healthcare Assistant";"2025-01-23";"Diabetes Awareness for Health Care Assistants";"2024-06-25";"No";""
44981;"Additional Clinical Services";"Health Care Support Worker";"2025-09-03";"Diabetes Awareness for Health Care Assistants";"2025-06-03";"No";""
76986;"Additional Clinical Services";"Student Nursing Associate";"2026-03-12";"Diabetes Awareness for Health Care Assistants";"2024-03-07";"No";""
80494;"Additional Clinical Services";"Nursing Associate";"2025-01-28";"Diabetes Awareness for Health Care Assistants";"2024-07-03";"No";""
82215;"Additional Clinical Services";"Health Care Support Worker";"2026-03-25";"Diabetes Awareness for Health Care Assistants";"2025-04-27";"No";""
82215;"Additional Clinical Services";"Health Care Support Worker";"2026-03-25";"Diabetes Awareness for Health Care Assistants";"2025-11-11";"No";""
87431;"Additional Clinical Services";"Healthcare Assistant";"2026-04-06";"Diabetes Awareness for Health Care Assistants";"2026-04-02";"No";""
80163;"Additional Clinical Services";"Healthcare Assistant";"2025-12-20";"Diabetes Awareness for Health Care Assistants";"2025-06-01";"No";""
86062;"Additional Clinical Services";"Healthcare Assistant";"2025-07-05";"Diabetes Awareness for Health Care Assistants";"2024-04-22";"No";""
86186;"Estates and Ancillary";"Support Worker";"2026-04-04";"Diabetes Awareness for Health Care Assistants";"2026-02-12";"No";""
90108;"Additional Clinical Services";"Student Nursing Associate";"2026-03-30";"Diabetes Awareness for Health Care Assistants";"2026-03-30";"No";""
62429;"Additional Clinical Services";"Healthcare Assistant";"2026-04-13";"Diabetes Awareness for Health Care Assistants";"2025-06-12";"No";""
90110;"Nursing and Midwifery Registered";"Staff Nurse";"2026-04-08";"Diabetes Awareness for Health Care Assistants";"2025-04-08";"Yes";"2025-04-08"
86445;"Additional Clinical Services";"Health Care Support Worker";"2025-06-03";"Diabetes Awareness for Health Care Assistants";"2024-04-07";"No";""
90310;"Additional Clinical Services";"Healthcare Assistant";"2026-03-12";"Diabetes Awareness for Health Care Assistants";"2024-11-12";"No";""
5509;"Additional Clinical Services";"Healthcare Assistant";"2026-04-02";"Diabetes Awareness for Health Care Assistants";"2025-05-14";"Yes";"2025-05-18"
25420;"Additional Clinical Services";"Healthcare Assistant";"2026-03-12";"Diabetes Awareness for Health Care Assistants";"2025-05-10";"No";""
74334;"Additional Clinical Services";"Healthcare Assistant";"2025-11-29";"Diabetes Awareness for Health Care Assistants";"2024-06-26";"No";""
5539;"Additional Clinical Services";"Healthcare Assistant";"2026-04-15";"Diabetes Awareness for Health Care Assistants";"2025-05-12";"No";""
47100;"Additional Clinical Services";"Health Care Support Worker";"2026-02-26";"Diabetes Awareness for Health Care Assistants";"2026-02-24";"No";""
47107;"Additional Clinical Services";"Health Care Support Worker";"2026-04-15";"Diabetes Awareness for Health Care Assistants";"2025-05-23";"No";""
85839;"Add Prof Scientific and Technic";"Pharmacist";"2024-05-01";"Diabetes Awareness for Health Care Assistants";"2024-01-30";"No";""
12500;"Additional Clinical Services";"Healthcare Assistant";"2026-03-11";"Diabetes Awareness for Health Care Assistants";"2024-02-23";"No";""
87763;"Additional Clinical Services";"Healthcare Assistant";"2026-04-06";"Diabetes Awareness for Health Care Assistants";"2024-06-27";"No";""
90003;"Additional Clinical Services";"Healthcare Assistant";"2026-03-31";"Diabetes Awareness for Health Care Assistants";"2025-04-21";"No";""
205;"Nursing and Midwifery Registered";"Sister or Charge Nurse";"2026-04-13";"Diabetes Awareness for Health Care Assistants";"2025-05-21";"No";""
87648;"Nursing and Midwifery Registered";"Staff Nurse";"2026-03-13";"Diabetes Awareness for Health Care Assistants";"2025-01-31";"No";""
12508;"Additional Clinical Services";"Healthcare Assistant";"2026-04-06";"Diabetes Awareness for Health Care Assistants";"2024-05-27";"No";""
65484;"Nursing and Midwifery Registered";"Staff Nurse";"2026-04-09";"Diabetes Awareness for Health Care Assistants";"2026-01-26";"Yes";"2026-03-02"
95340;"Additional Clinical Services";"Healthcare Assistant";"2026-03-09";"Diabetes Awareness for Health Care Assistants";"2026-02-14";"No";""
84686;"Additional Clinical Services";"Health Care Support Worker";"2026-01-22";"Diabetes Awareness for Health Care Assistants";"2025-05-24";"No";""
26748;"Healthcare Scientists";"Healthcare Science Practitioner";"2026-02-27";"Diabetes Awareness for Health Care Assistants";"2024-02-20";"No";""
77088;"Additional Clinical Services";"Health Care Support Worker";"2026-03-10";"Diabetes Awareness for Health Care Assistants";"2025-01-25";"No";""
79134;"Additional Clinical Services";"Health Care Support Worker";"2024-12-28";"Diabetes Awareness for Health Care Assistants";"2024-07-02";"No";""
77771;"Nursing and Midwifery Registered";"Staff Nurse";"2026-03-08";"Diabetes Awareness for Health Care Assistants";"2025-02-13";"No";""
82636;"Nursing and Midwifery Registered";"Staff Nurse";"2025-11-14";"Diabetes Awareness for Health Care Assistants";"2024-06-09";"Yes";"2024-06-09"
54433;"Additional Clinical Services";"Health Care Support Worker";"2026-03-02";"Diabetes Awareness for Health Care Assistants";"2026-02-27";"No";""
90524;"Nursing and Midwifery Registered";"Staff Nurse";"2026-04-14";"Diabetes Awareness for Health Care Assistants";"2025-02-24";"No";""
80708;"Additional Clinical Services";"Health Care Support Worker";"2024-09-22";"Diabetes Awareness for Health Care Assistants";"2024-02-24";"No";""
77236;"Nursing and Midwifery Registered";"Staff Nurse";"2026-04-09";"Diabetes Awareness for Health Care Assistants";"2025-04-15";"No";""
91377;"Additional Clinical Services";"Healthcare Assistant";"2026-03-27";"Diabetes Awareness for Health Care Assistants";"2026-03-27";"No";""
47344;"Nursing and Midwifery Registered";"Staff Nurse";"2026-04-03";"Diabetes Awareness for Health Care Assistants";"2024-07-02";"No";""
94082;"Additional Clinical Services";"Healthcare Assistant";"2026-04-09";"Diabetes Awareness for Health Care Assistants";"2026-01-15";"No";""
89149;"Additional Clinical Services";"Healthcare Assistant";"2026-03-20";"Diabetes Awareness for Health Care Assistants";"2024-12-16";"Yes";"2025-02-13"
80814;"Nursing and Midwifery Registered";"Staff Nurse";"2026-02-22";"Diabetes Awareness for Health Care Assistants";"2024-11-20";"No";""
79618;"Additional Clinical Services";"Health Care Support Worker";"2026-03-07";"Diabetes Awareness for Health Care Assistants";"2024-03-25";"No";""
70567;"Additional Clinical Services";"Health Care Support Worker";"2026-03-23";"Diabetes Awareness for Health Care Assistants";"2026-03-23";"No";""
79137;"Allied Health Professionals";"Radiographer - Diagnostic";"2026-03-24";"Diabetes Awareness for Health Care Assistants";"2024-03-06";"No";""
54494;"Additional Clinical Services";"Assistant";"2026-01-23";"Diabetes Awareness for Health Care Assistants";"2025-05-22";"No";""
76712;"Additional Clinical Services";"Healthcare Assistant";"2026-04-10";"Diabetes Awareness for Health Care Assistants";"2024-03-22";"No";""
91764;"Additional Clinical Services";"Healthcare Assistant";"2026-02-04";"Diabetes Awareness for Health Care Assistants";"2025-10-22";"No";""
79954;"Additional Clinical Services";"Student Nursing Associate";"2026-03-14";"Diabetes Awareness for Health Care Assistants";"2024-11-23";"Yes";"2024-12-17"
82498;"Additional Clinical Services";"Healthcare Assistant";"2025-01-31";"Diabetes Awareness for Health Care Assistants";"2025-01-31";"No";""
72919;"Additional Clinical Services";"Health Care Support Worker";"2025-05-01";"Diabetes Awareness for Health Care Assistants";"2024-04-04";"No";""
80301;"Additional Clinical Services";"Student Nursing Associate";"2026-04-14";"Diabetes Awareness for Health Care Assistants";"2024-03-06";"No";""
90653;"Additional Clinical Services";"Healthcare Assistant";"2026-02-11";"Diabetes Awareness for Health Care Assistants";"2025-04-19";"Yes";"2025-05-25"
81457;"Additional Clinical Services";"Health Care Support Worker";"2026-04-07";"Diabetes Awareness for Health Care Assistants";"2024-05-20";"No";""
80818;"Nursing and Midwifery Registered";"Staff Nurse";"2026-04-09";"Diabetes Awareness for Health Care Assistants";"2025-05-20";"No";""
82645;"Additional Clinical Services";"Health Care Support Worker";"2026-04-13";"Diabetes Awareness for Health Care Assistants";"2024-03-03";"No";""
22746;"Additional Clinical Services";"Healthcare Assistant";"2026-04-06";"Diabetes Awareness for Health Care Assistants";"2025-06-16";"No";""
84406;"Additional Clinical Services";"Healthcare Assistant";"2026-03-29";"Diabetes Awareness for Health Care Assistants";"2024-07-16";"No";""
65293;"Additional Clinical Services";"Healthcare Assistant";"2026-03-06";"Diabetes Awareness for Health Care Assistants";"2024-05-06";"No";""
65293;"Additional Clinical Services";"Healthcare Assistant";"2026-03-06";"Diabetes Awareness for Health Care Assistants";"2025-10-31";"No";""
95555;"Additional Clinical Services";"Health Care Support Worker";"2026-01-08";"Diabetes Awareness for Health Care Assistants";"2025-12-16";"No";""
82500;"Additional Clinical Services";"Health Care Support Worker";"2025-11-25";"Diabetes Awareness for Health Care Assistants";"2025-11-14";"Yes";"2025-11-14"
47563;"Additional Clinical Services";"Health Care Support Worker";"2026-03-10";"Diabetes Awareness for Health Care Assistants";"2025-11-17";"No";""
83504;"Additional Clinical Services";"Health Care Support Worker";"2025-11-25";"Diabetes Awareness for Health Care Assistants";"2024-08-18";"Yes";"2024-08-18"
47581;"Additional Clinical Services";"Health Care Support Worker";"2026-03-09";"Diabetes Awareness for Health Care Assistants";"2024-07-23";"Yes";"2024-07-23"
47581;"Additional Clinical Services";"Health Care Support Worker";"2026-03-09";"Diabetes Awareness for Health Care Assistants";"2026-02-24";"No";""
33511;"Additional Clinical Services";"Health Care Support Worker";"2026-04-13";"Diabetes Awareness for Health Care Assistants";"2024-02-21";"No";""
25576;"Additional Clinical Services";"Healthcare Assistant";"2025-08-13";"Diabetes Awareness for Health Care Assistants";"2025-06-22";"Yes";"2025-06-22"
91837;"Additional Clinical Services";"Healthcare Assistant";"2026-04-04";"Diabetes Awareness for Health Care Assistants";"2026-03-31";"Yes";"2026-04-04"
95279;"Additional Clinical Services";"Health Care Support Worker";"2026-04-13";"Diabetes Awareness for Health Care Assistants";"2025-12-11";"Yes";"2025-12-11"
86604;"Additional Clinical Services";"Healthcare Assistant";"2026-03-30";"Diabetes Awareness for Health Care Assistants";"2024-10-10";"No";""
90119;"Additional Clinical Services";"Student Nursing Associate";"2026-02-23";"Diabetes Awareness for Health Care Assistants";"2025-03-05";"Yes";"2025-03-05"
92694;"Additional Clinical Services";"Health Care Support Worker";"2026-03-18";"Diabetes Awareness for Health Care Assistants";"2025-12-17";"No";""
5926;"Additional Clinical Services";"Healthcare Assistant";"2026-04-01";"Diabetes Awareness for Health Care Assistants";"2024-06-12";"No";""
65493;"Nursing and Midwifery Registered";"Staff Nurse";"2026-03-25";"Diabetes Awareness for Health Care Assistants";"2024-04-14";"No";""
79023;"Additional Clinical Services";"Health Care Support Worker";"2026-03-02";"Diabetes Awareness for Health Care Assistants";"2025-02-11";"No";""
66171;"Additional Clinical Services";"Nursing Associate";"2026-04-03";"Diabetes Awareness for Health Care Assistants";"2026-02-09";"No";""
82368;"Additional Clinical Services";"Healthcare Assistant";"2026-04-07";"Diabetes Awareness for Health Care Assistants";"2025-09-26";"No";""
72537;"Additional Clinical Services";"Healthcare Assistant";"2025-07-28";"Diabetes Awareness for Health Care Assistants";"2024-02-06";"Yes";"2024-03-14"
33829;"Additional Clinical Services";"Health Care Support Worker";"2026-03-03";"Diabetes Awareness for Health Care Assistants";"2025-09-12";"No";""
5949;"Additional Clinical Services";"Healthcare Assistant";"2026-03-23";"Diabetes Awareness for Health Care Assistants";"2024-07-16";"No";""
93207;"Additional Clinical Services";"Healthcare Assistant";"2026-03-06";"Diabetes Awareness for Health Care Assistants";"2025-09-29";"No";""
80957;"Additional Clinical Services";"Health Care Support Worker";"2026-01-31";"Diabetes Awareness for Health Care Assistants";"2025-11-10";"Yes";"2025-11-11"
81274;"Additional Clinical Services";"Healthcare Assistant";"2026-03-10";"Diabetes Awareness for Health Care Assistants";"2024-03-25";"Yes";"2024-03-26"
86073;"Additional Clinical Services";"Health Care Support Worker";"2025-11-28";"Diabetes Awareness for Health Care Assistants";"2024-05-13";"No";""
91842;"Additional Clinical Services";"Healthcare Assistant";"2026-04-02";"Diabetes Awareness for Health Care Assistants";"2025-05-05";"No";""
69141;"Additional Clinical Services";"Nursing Associate";"2024-11-29";"Diabetes Awareness for Health Care Assistants";"2024-04-21";"No";""
88426;"Additional Clinical Services";"Healthcare Assistant";"2025-10-03";"Diabetes Awareness for Health Care Assistants";"2025-05-08";"No";""
47869;"Additional Clinical Services";"Health Care Support Worker";"2026-02-09";"Diabetes Awareness for Health Care Assistants";"2025-12-12";"No";""
47869;"Additional Clinical Services";"Health Care Support Worker";"2026-02-09";"Diabetes Awareness for Health Care Assistants";"2025-01-10";"No";""
74239;"Additional Clinical Services";"Healthcare Assistant";"2026-03-28";"Diabetes Awareness for Health Care Assistants";"2026-03-28";"No";""
47877;"Additional Clinical Services";"Health Care Support Worker";"2026-04-08";"Diabetes Awareness for Health Care Assistants";"2024-02-05";"No";""
91673;"Additional Clinical Services";"Healthcare Assistant";"2026-04-14";"Diabetes Awareness for Health Care Assistants";"2026-04-05";"No";""
90226;"Additional Clinical Services";"Healthcare Assistant";"2026-02-07";"Diabetes Awareness for Health Care Assistants";"2024-12-08";"Yes";"2025-01-12"
86719;"Additional Clinical Services";"Healthcare Assistant";"2026-03-24";"Diabetes Awareness for Health Care Assistants";"2025-01-22";"No";""
12608;"Additional Clinical Services";"Healthcare Assistant";"2026-04-08";"Diabetes Awareness for Health Care Assistants";"2025-05-12";"No";""
71213;"Additional Clinical Services";"Healthcare Assistant";"2026-04-07";"Diabetes Awareness for Health Care Assistants";"2024-03-13";"Yes";"2024-03-14"
92004;"Additional Clinical Services";"Health Care Support Worker";"2026-03-16";"Diabetes Awareness for Health Care Assistants";"2025-02-21";"No";""
34086;"Allied Health Professionals";"Radiographer - Diagnostic";"2026-04-14";"Diabetes Awareness for Health Care Assistants";"2024-02-21";"No";""
6041;"Additional Clinical Services";"Healthcare Assistant";"2025-09-09";"Diabetes Awareness for Health Care Assistants";"2024-07-09";"Yes";"2024-07-09"
78727;"Additional Clinical Services";"Healthcare Assistant";"2024-11-19";"Diabetes Awareness for Health Care Assistants";"2024-08-06";"No";""
18914;"Additional Clinical Services";"Healthcare Assistant";"2026-04-14";"Diabetes Awareness for Health Care Assistants";"2026-01-20";"No";""
48014;"Add Prof Scientific and Technic";"Technician";"2026-04-15";"Diabetes Awareness for Health Care Assistants";"2025-12-09";"No";""
15940;"Additional Clinical Services";"Healthcare Assistant";"2026-02-24";"Diabetes Awareness for Health Care Assistants";"2024-10-22";"No";""
26393;"Additional Clinical Services";"Healthcare Assistant";"2026-04-01";"Diabetes Awareness for Health Care Assistants";"2024-04-12";"No";""
95559;"Additional Clinical Services";"Health Care Support Worker";"2026-04-04";"Diabetes Awareness for Health Care Assistants";"2026-03-10";"No";""
78728;"Additional Clinical Services";"Health Care Support Worker";"2026-03-16";"Diabetes Awareness for Health Care Assistants";"2024-04-22";"No";""
83827;"Additional Clinical Services";"Health Care Support Worker";"2026-04-16";"Diabetes Awareness for Health Care Assistants";"2024-02-03";"No";""
60111;"Additional Clinical Services";"Health Care Support Worker";"2026-03-13";"Diabetes Awareness for Health Care Assistants";"2026-02-28";"No";""
69887;"Additional Clinical Services";"Health Care Support Worker";"2025-12-08";"Diabetes Awareness for Health Care Assistants";"2024-05-20";"No";""
95560;"Additional Clinical Services";"Healthcare Assistant";"2026-04-14";"Diabetes Awareness for Health Care Assistants";"2026-01-18";"No";""
80312;"Additional Clinical Services";"Healthcare Assistant";"2026-04-05";"Diabetes Awareness for Health Care Assistants";"2025-01-27";"No";""
75821;"Additional Clinical Services";"Health Care Support Worker";"2026-03-16";"Diabetes Awareness for Health Care Assistants";"2024-06-28";"No";""
78730;"Additional Clinical Services";"Health Care Support Worker";"2025-09-18";"Diabetes Awareness for Health Care Assistants";"2024-05-02";"Yes";"2024-05-02"
29202;"Additional Clinical Services";"Healthcare Assistant";"2026-02-17";"Diabetes Awareness for Health Care Assistants";"2026-01-09";"No";""
54819;"Additional Clinical Services";"Health Care Support Worker";"2025-06-02";"Diabetes Awareness for Health Care Assistants";"2025-04-04";"Yes";"2025-04-04"
34536;"Additional Clinical Services";"Health Care Support Worker";"2026-04-04";"Diabetes Awareness for Health Care Assistants";"2025-05-20";"No";""
34536;"Additional Clinical Services";"Health Care Support Worker";"2026-04-04";"Diabetes Awareness for Health Care Assistants";"2026-01-27";"No";""
90036;"Additional Clinical Services";"Health Care Support Worker";"2026-03-29";"Diabetes Awareness for Health Care Assistants";"2025-11-22";"No";""
86940;"Additional Clinical Services";"Healthcare Assistant";"2026-04-12";"Diabetes Awareness for Health Care Assistants";"2024-05-07";"No";""
68233;"Additional Clinical Services";"Health Care Support Worker";"2026-02-25";"Diabetes Awareness for Health Care Assistants";"2025-03-05";"Yes";"2025-03-05"
6249;"Additional Clinical Services";"Healthcare Assistant";"2026-03-04";"Diabetes Awareness for Health Care Assistants";"2024-11-07";"Yes";"2025-06-12"
89739;"Additional Clinical Services";"Healthcare Assistant";"2026-03-20";"Diabetes Awareness for Health Care Assistants";"2024-09-24";"Yes";"2024-10-17"
95561;"Additional Clinical Services";"Healthcare Assistant";"2026-04-12";"Diabetes Awareness for Health Care Assistants";"2026-01-26";"Yes";"2026-04-05"
85007;"Additional Clinical Services";"Healthcare Assistant";"2026-03-12";"Diabetes Awareness for Health Care Assistants";"2025-12-17";"No";""
85008;"Additional Clinical Services";"Health Care Support Worker";"2026-04-13";"Diabetes Awareness for Health Care Assistants";"2024-03-03";"No";""
60788;"Additional Clinical Services";"Healthcare Assistant";"2026-03-26";"Diabetes Awareness for Health Care Assistants";"2024-04-29";"No";""
34767;"Additional Clinical Services";"Health Care Support Worker";"2026-01-03";"Diabetes Awareness for Health Care Assistants";"2025-09-30";"No";""
87872;"Nursing and Midwifery Registered";"Staff Nurse";"2026-03-19";"Diabetes Awareness for Health Care Assistants";"2026-02-24";"No";""
48291;"Additional Clinical Services";"Health Care Support Worker";"2026-03-28";"Diabetes Awareness for Health Care Assistants";"2026-01-09";"No";""
6325;"Additional Clinical Services";"Healthcare Assistant";"2026-02-07";"Diabetes Awareness for Health Care Assistants";"2026-01-31";"No";""
82984;"Nursing and Midwifery Registered";"Staff Nurse";"2026-03-29";"Diabetes Awareness for Health Care Assistants";"2025-12-18";"No";""
75825;"Additional Clinical Services";"Healthcare Assistant";"2026-04-06";"Diabetes Awareness for Health Care Assistants";"2024-04-02";"No";""
48321;"Estates and Ancillary";"Support Worker";"2026-03-10";"Diabetes Awareness for Health Care Assistants";"2025-02-26";"No";""
80647;"Estates and Ancillary";"Housekeeper";"2026-03-27";"Diabetes Awareness for Health Care Assistants";"2026-02-05";"No";""
84571;"Additional Clinical Services";"Healthcare Assistant";"2026-04-12";"Diabetes Awareness for Health Care Assistants";"2024-02-03";"Yes";"2024-02-19"
20614;"Additional Clinical Services";"Health Care Support Worker";"2026-03-30";"Diabetes Awareness for Health Care Assistants";"2025-05-26";"Yes";"2025-06-01"
92556;"Additional Clinical Services";"Healthcare Assistant";"2026-04-03";"Diabetes Awareness for Health Care Assistants";"2025-06-24";"No";""
82509;"Additional Clinical Services";"Health Care Support Worker";"2025-10-22";"Diabetes Awareness for Health Care Assistants";"2024-02-13";"No";""
18535;"Nursing and Midwifery Registered";"Sister or Charge Nurse";"2026-03-02";"Diabetes Awareness for Health Care Assistants";"2026-01-28";"No";""
847;"Nursing and Midwifery Registered";"Sister or Charge Nurse";"2026-04-03";"Diabetes Awareness for Health Care Assistants";"2024-05-01";"No";""
92090;"Additional Clinical Services";"Assistant";"2026-03-24";"Diabetes Awareness for Health Care Assistants";"2025-03-05";"No";""
96074;"Additional Clinical Services";"Healthcare Assistant";"2026-04-07";"Diabetes Awareness for Health Care Assistants";"2026-03-20";"No";""
86083;"Additional Clinical Services";"Student Nursing Associate";"2026-04-07";"Diabetes Awareness for Health Care Assistants";"2024-07-31";"No";""
92702;"Allied Health Professionals";"Radiographer - Therapeutic";"2026-02-27";"Diabetes Awareness for Health Care Assistants";"2026-02-05";"No";""
92091;"Nursing and Midwifery Registered";"Staff Nurse";"2026-02-19";"Diabetes Awareness for Health Care Assistants";"2025-06-03";"No";""
74642;"Estates and Ancillary";"Support Worker";"2026-04-14";"Diabetes Awareness for Health Care Assistants";"2024-05-15";"No";""
28206;"Additional Clinical Services";"Healthcare Assistant";"2026-04-10";"Diabetes Awareness for Health Care Assistants";"2024-08-01";"No";""
861;"Nursing and Midwifery Registered";"Sister or Charge Nurse";"2026-01-15";"Diabetes Awareness for Health Care Assistants";"2024-04-08";"Yes";"2024-04-08"
80317;"Additional Clinical Services";"Healthcare Assistant";"2026-04-14";"Diabetes Awareness for Health Care Assistants";"2024-08-29";"No";""
80317;"Additional Clinical Services";"Healthcare Assistant";"2026-04-14";"Diabetes Awareness for Health Care Assistants";"2025-11-13";"No";""
89162;"Additional Clinical Services";"Healthcare Assistant";"2026-03-06";"Diabetes Awareness for Health Care Assistants";"2025-11-19";"No";""
88053;"Additional Clinical Services";"Health Care Support Worker";"2026-01-15";"Diabetes Awareness for Health Care Assistants";"2024-07-03";"No";""
35154;"Additional Clinical Services";"Health Care Support Worker";"2026-02-27";"Diabetes Awareness for Health Care Assistants";"2024-02-01";"No";""
48508;"Nursing and Midwifery Registered";"Staff Nurse";"2024-04-23";"Diabetes Awareness for Health Care Assistants";"2024-04-15";"No";""
91556;"Additional Clinical Services";"Health Care Support Worker";"2025-03-25";"Diabetes Awareness for Health Care Assistants";"2025-03-25";"No";""
95100;"Additional Clinical Services";"Healthcare Assistant";"2026-03-21";"Diabetes Awareness for Health Care Assistants";"2026-01-15";"No";""
72096;"Estates and Ancillary";"Support Worker";"2026-02-11";"Diabetes Awareness for Health Care Assistants";"2024-02-09";"No";""
95348;"Additional Clinical Services";"Healthcare Assistant";"2026-04-10";"Diabetes Awareness for Health Care Assistants";"2026-04-10";"No";""
90126;"Additional Clinical Services";"Health Care Support Worker";"2025-05-19";"Diabetes Awareness for Health Care Assistants";"2024-10-22";"No";""
59405;"Nursing and Midwifery Registered";"Sister or Charge Nurse";"2026-03-09";"Diabetes Awareness for Health Care Assistants";"2024-05-17";"No";""
77481;"Additional Clinical Services";"Nursing Associate";"2025-12-12";"Diabetes Awareness for Health Care Assistants";"2025-06-17";"No";""
48683;"Additional Clinical Services";"Health Care Support Worker";"2026-03-09";"Diabetes Awareness for Health Care Assistants";"2024-05-13";"No";""
80321;"Additional Clinical Services";"Healthcare Assistant";"2025-10-06";"Diabetes Awareness for Health Care Assistants";"2024-11-23";"No";""
6494;"Additional Clinical Services";"Healthcare Assistant";"2026-02-26";"Diabetes Awareness for Health Care Assistants";"2024-08-31";"No";""
80651;"Nursing and Midwifery Registered";"Staff Nurse";"2026-04-11";"Diabetes Awareness for Health Care Assistants";"2025-04-22";"No";""
83253;"Additional Clinical Services";"Student Nursing Associate";"2026-04-14";"Diabetes Awareness for Health Care Assistants";"2025-05-21";"No";""
76583;"Nursing and Midwifery Registered";"Staff Nurse";"2026-03-21";"Diabetes Awareness for Health Care Assistants";"2025-06-07";"No";""
95397;"Additional Clinical Services";"Health Care Support Worker";"2026-03-13";"Diabetes Awareness for Health Care Assistants";"2026-03-13";"No";""
